id,'duration','protocol_type','service','flag','src_bytes','dst_bytes','land','wrong_fragment','urgent','hot','num_failed_logins','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','diff_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate','dst_host_rerror_rate','dst_host_srv_rerror_rate','class', 'host_ip'
4565,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0.8,1,0.2,0.8,1,255,29,0.11,0.02,0,0,0,0,0.59,1,1,68.108.88.32
4566,0,tcp,http,SF,232,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,1,0,0,255,234,0.92,0.02,0,0,0,0,0,0,0,107.170.114.96
4567,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,43,0.17,0.16,0,0,0,0,0.81,0,1,132.215.195.211
4568,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20,0,0,1,1,0.18,0.07,0,255,20,0.08,0.06,0,0,0,0,1,1,1,188.208.131.90
4569,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,127,112,0.87,0.02,0.01,0.02,0,0,0.08,0,1,205.141.80.19
4570,0,tcp,http,SF,289,2203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,9,242,1,0,0.11,0.04,0,0,0,0,0,114.213.79.151
4571,0,tcp,http,SF,200,1677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,1,0,0,51,98,1,0,0.02,0.02,0,0,0,0,0,196.151.98.164
4572,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,33.46.163.134
4573,897,tcp,http,RSTR,57184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,26,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.55,0.55,1,19.8.52.84
4574,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8,1,1,0,0,0.05,0.1,0,255,8,0.03,0.09,0,0,1,1,0,0,1,188.106.210.192
4575,0,tcp,http,SF,225,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,219.15.147.125
4576,0,tcp,smtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.5,1,0,1,255,1,0,0.72,0,0,0,0,0.05,1,0,145.198.217.118
4577,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.98,0.98,0,0,0,0.98,1,1,167.78.4.101
4578,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,36,95,0.58,0.08,0.58,0.03,0,0,0,0,0,86.159.39.164
4579,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,0,0.01,0.67,0,255,1,0,0.8,1,0,0,0,0,0,1,167.181.216.86
4580,0,udp,private,SF,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1,202.139.195.167
4581,0,tcp,ftp,SF,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,142,66,0.46,0.03,0.01,0,0,0,0,0,1,209.200.186.36
4582,2066,tcp,http,RSTR,71104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,0,1,1,1,0,0,255,244,0.96,0.01,0,0,0.02,0.02,0.51,0.53,1,74.64.114.126
4583,0,tcp,nnsp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,12,0,0,1,1,0.09,0.06,0,255,12,0.05,0.05,0,0,0,0,1,1,1,94.230.136.162
4584,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,12,0,0,1,1,0.09,0.06,0,255,12,0.05,0.06,0,0,0,0,1,1,1,78.231.220.176
4585,0,tcp,remote_job,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,11,0,0,1,1,0.05,0.07,0,255,11,0.04,0.07,0,0,0,0,1,1,1,130.38.186.145
4586,0,tcp,http,SF,229,950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,0,88.115.49.17
4587,0,udp,private,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0.75,0.5,0,255,254,1,0.01,0.01,0,0,0,0,0,1,79.122.45.78
4588,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,1,204.153.227.181
4589,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.29,0.25,0,0,0,0.9,1,1,20.43.114.234
4590,0,tcp,http,SF,293,2427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,73,255,1,0,0.01,0.02,0,0,0,0,0,64.98.231.118
4591,281,tcp,ftp,SF,160,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,126,0.49,0.02,0,0,0,0,0,0,1,177.245.118.250
4592,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0.5,1,1,255,35,0.14,0.03,0,0,0,0,0.47,0.89,1,48.240.50.24
4593,0,tcp,http,SF,221,2741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,26,0,0,0,0,1,0,0.08,28,255,1,0,0.04,0.01,0,0,0,0,0,53.33.184.213
4594,0,tcp,ftp_data,SF,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,11,75,0.36,0.27,0.36,0.03,0,0,0,0,0,182.215.43.102
4595,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,112,97,0.86,0.03,0.01,0.02,0,0,0.09,0,1,145.101.54.71
4596,0,tcp,http,SF,334,1751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,1,0,0.17,255,255,1,0,0.01,0,0,0,0,0,0,172.157.90.197
4597,0,tcp,http,SF,235,14728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,37,255,1,0,0.03,0.01,0,0,0,0,0,201.26.172.73
4598,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,0,1,11,59,0.27,0.45,0.09,0.03,0,0,0.64,1,1,130.94.34.195
4599,0,tcp,netbios_dgm,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,1,156.56.60.193
4600,0,tcp,http,SF,279,10713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,0,67.149.212.154
4601,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,160,0,0,0,0,0.99,0.02,0.01,255,254,1,0.01,0.01,0,0,0,0,0,0,66.217.6.182
4602,0,icmp,urp_i,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,68,0.27,0.03,0.27,0,0,0,0,0,0,47.126.111.109
4603,0,tcp,http,SF,307,6569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.6,10,255,1,0,0.1,0.02,0,0,0,0,0,154.127.43.125
4604,0,tcp,http,SF,212,713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0,1,0,0.18,35,252,1,0,0.03,0.05,0,0,0,0,0,203.11.67.156
4605,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.14,0,0.86,1,0,1,0,255,1,0,0.91,0,0,0.13,0,0.87,1,1,140.131.78.5
4606,0,tcp,http,SF,297,5929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,95,255,1,0,0.01,0.01,0,0.01,0,0,0,44.143.231.207
4607,0,tcp,http,SF,222,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,1,0,0.17,14,243,1,0,0.07,0.06,0,0,0,0,0,185.154.51.12
4608,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,29,29,1,0,0.03,0,0,0,0,0,1,98.250.161.57
4609,0,tcp,daytime,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,1,204.181.69.6
4610,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,0,188.233.134.27
4611,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,246,0.96,0.02,0,0,0,0,0,0,1,66.172.190.204
4612,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,0.05,0.6,0,255,3,0.01,0.71,0.99,0,0,0,0.01,0,0,130.138.32.244
4613,0,tcp,http,SF,197,810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,1,0,0.3,255,255,1,0,0,0,0,0,0,0,0,51.18.111.88
4614,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.08,0,0,0,0,1,1,1,64.170.84.181
4615,0,udp,private,SF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1,183.186.190.100
4616,0,tcp,http,SF,209,2881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,138,255,1,0,0.01,0.02,0,0,0,0,0,15.78.182.250
4617,0,tcp,http,SF,231,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,15.117.238.122
4618,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,5,1,1,0,0,0.03,0.11,0,255,5,0.02,0.1,0,0,1,1,0,0,1,44.31.25.239
4619,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,233,233,1,0,1,0,0,0,0,0,1,39.219.15.135
4620,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,1,0.25,1,1,61,50,0.16,0.08,0.02,0.04,0,0,0.9,1,1,138.85.38.56
4621,0,tcp,http,SF,222,929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,1,0,0.13,255,255,1,0,0,0,0,0,0,0,0,165.251.252.111
4622,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,243,0.95,0.01,0,0,0,0,0.02,0,1,11.168.224.58
4623,0,udp,domain_u,SF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.75,104,13,0.07,0.04,0.07,0.15,0,0,0,0,0,75.180.169.221
4624,0,tcp,efs,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,1,1,0.02,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,1,97.106.10.151
4625,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,5,0,0,1,1,0.02,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,1,45.79.51.150
4626,0,udp,private,SF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0.09,0.27,0,255,4,0.02,0.71,0.38,0,0,0,0.62,0,0,181.44.58.111
4627,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,195,0.76,0.02,0.01,0,0,0,0.07,0,1,52.214.119.179
4628,0,tcp,http,SF,178,4193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16,239,1,0,0.06,0.03,0,0,0,0,0,138.78.13.209
4629,4,tcp,telnet,RSTO,123,178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,22,6,0.27,0.14,0.05,0,0,0,0.09,0.33,1,86.195.210.61
4630,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,347,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,201.137.117.100
4631,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,96.104.89.48
4632,0,tcp,http,SF,194,2996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,37,0,0,0,0,1,0,0.05,37,255,1,0,0.03,0.01,0,0,0,0,0,1.230.72.199
4633,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,17,0.01,0.12,0.99,0.88,0.06,0.07,0,255,17,0.07,0.07,0,0,0.02,0.12,0.98,0.88,1,75.35.86.106
4634,0,tcp,http,SF,232,601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0.22,53,255,1,0,0.02,0.02,0,0,0,0,0,191.85.92.211
4635,0,tcp,ftp_data,SF,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,191,57,0.3,0.02,0.3,0,0,0,0,0,0,171.76.208.85
4636,0,tcp,http,SF,194,4109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,1,0,0.1,20,255,1,0,0.05,0.03,0,0,0,0,0,72.18.173.178
4637,0,udp,domain_u,SF,43,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,1,0,0.17,56,217,0.64,0.04,0.64,0.01,0,0,0.21,0,0,70.180.130.51
4638,0,tcp,http,SF,228,5849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,1,0,0.17,28,34,1,0,0.04,0.06,0,0,0,0,0,46.217.115.130
4639,7,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,190,171,0.9,0.02,0.01,0,0,0,0.05,0,1,204.171.59.31
4640,0,tcp,http,SF,314,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,14,255,1,0,0.07,0.01,0,0,0,0,0,156.27.195.83
4641,282,tcp,ftp,SF,164,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,15,0.06,0.75,0,0,0,0,0.74,0,1,19.62.213.18
4642,0,udp,domain_u,SF,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127,0,0,0,0,0.99,0.02,0,250,191,0.76,0.01,0,0,0,0,0,0,0,136.166.181.135
4643,0,tcp,http,SF,268,15970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.4,12,255,1,0,0.08,0.02,0,0,0,0,0,99.141.225.190
4644,1,tcp,smtp,SF,2599,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,246,0.96,0.04,0,0,0,0,0.03,0,1,181.219.90.39
4645,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.1,0.5,0,255,2,0.01,0.7,0.98,0,0,0,0.02,0,0,201.99.237.60
4646,0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,17,0,0,1,1,0.07,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,1,47.47.31.198
4647,16,tcp,pop_3,RSTR,27,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,213,0.84,0.02,0,0,0,0,0.04,0,1,17.189.122.142
4648,0,tcp,http,SF,298,5320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,53,0,0,0,0,1,0,0.06,74,255,1,0,0.01,0.05,0,0,0,0,0,99.118.255.155
4649,281,tcp,ftp,SF,162,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,14,0.05,0.87,0,0,0,0,0.85,0,1,118.230.108.157
4650,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,243,0.95,0.02,0,0,0,0,0.02,0,1,65.137.164.197
4651,3,tcp,pop_3,SF,27,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,211,0.83,0.02,0,0,0,0,0.04,0,1,217.187.95.68
4652,0,tcp,http,SF,197,35012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,255,1,0,0.5,0.07,0,0,0,0,0,153.215.57.170
4653,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,1,63.119.123.61
4654,0,tcp,http,SF,331,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,1,0,0.13,255,255,1,0,0,0,0,0,0,0,0,99.96.114.137
4655,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,1,0.16,1,0.83,0,0,1,0,255,1,0,0.17,0,0,0.02,1,0.17,0,1,156.169.202.210
4656,0,tcp,remote_job,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1,1,79.38.109.127
4657,3,tcp,telnet,RSTO,122,177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,24,8,0.33,0.12,0.04,0,0,0,0.12,0.38,1,177.60.2.109
4658,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,19,1,1,0,0,0.12,0.1,0,255,19,0.07,0.1,0,0,1,1,0,0,1,181.50.156.74
4659,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.15,1,0.85,0,0,1,0,255,1,0,0.93,0,0,0.15,1,0.85,0,1,119.49.151.169
4660,7525,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,195,0.76,0.03,0,0,0.33,0.44,0.12,0.07,1,192.30.146.47
4661,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,130.74.39.51
4662,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5,1,1,0,0,0.02,0.07,0,255,5,0.02,0.07,0,0,1,1,0,0,1,56.143.42.156
4663,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,47,0.18,0.02,0,0,0,0,0.16,0.83,1,117.11.97.42
4664,0,tcp,http,SF,344,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,0.44,255,250,0.98,0.01,0,0,0.21,0.21,0.56,0.58,0,57.253.3.82
4665,0,tcp,http,SF,391,7055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0,0,89.43.152.85
4666,0,tcp,smtp,SF,921,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,146,171,0.58,0.16,0.01,0.02,0.01,0.05,0.01,0.01,0,68.56.209.62
4667,1022,tcp,http,RSTR,3944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,44,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.42,0.42,1,212.42.8.116
4668,0,udp,private,SF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.02,0,0,0,0,0,1,58.192.103.136
4669,0,tcp,http,SF,292,3485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,1,0,0.12,16,247,1,0,0.06,0.07,0,0,0,0,0,103.27.86.50
4670,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0.02,0.95,0,255,1,0,0.63,0.99,0,0,0,0.01,0,1,184.187.226.243
4671,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,0,0,0,0,1,0,0,255,242,0.95,0.01,0,0,0,0,0,0,0,190.117.15.146
4672,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,231,1,0,0.69,0.69,0,0,0,0.7,1,1,25.145.38.6
4673,2077,tcp,http,S3,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14,0.07,0.07,0.93,0.93,1,0,0,255,237,0.93,0.01,0,0,0,0,0.19,0.2,1,158.161.61.218
4674,0,tcp,http,SF,303,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,220,0.86,0.07,0,0,0,0,0.07,0,0,212.203.119.70
4675,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,2,0.01,0.01,0.01,0,0,0,0,0,0,205.185.156.232
4676,0,tcp,http,SF,295,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,100,255,1,0,0.01,0.02,0,0,0,0,0,163.254.248.31
4677,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,1,1,0,1,53,45,0.09,0.09,0.02,0.04,0.04,0,0.85,1,1,182.22.141.44
4678,0,tcp,ctf,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1,1,169.167.177.5
4679,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,210.2.8.63
4680,0,tcp,whois,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,1,37.215.151.112
4681,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,295,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,1,132.17.34.239
4682,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,14,1,1,0,0,0.06,0.05,0,255,14,0.05,0.07,0,0,1,1,0,0,1,18.119.240.234
4683,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,0,0,0,0,0.01,1,0,255,1,0,0.8,1,0,0,0,0,0,1,221.4.61.76
4684,0,tcp,http,SF,305,683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,255,255,1,0,0,0,0,0,0,0,0,67.112.172.35
4685,0,tcp,http,SF,202,1211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,38.231.93.211
4686,0,tcp,http,SF,322,396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,105.161.36.226
4687,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.85,0.84,0,0,0,0.9,1,1,215.24.211.190
4688,0,tcp,http,SF,332,10343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0,164.37.49.13
4689,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,6,1,1,0,0,0.03,0.07,0,255,6,0.02,0.08,0,0,1,1,0,0,1,23.160.188.240
4690,282,tcp,ftp,SF,158,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,12,0.05,0.02,0,0,0.78,0,0.02,0,1,106.110.84.108
4691,0,udp,domain_u,SF,46,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,0,20.58.146.248
4692,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,9.205.60.179
4693,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0.02,1,0,255,1,0,0.65,0.98,0,0,0,0.01,0,1,170.168.32.68
4694,0,tcp,http,SF,212,3179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,1,0,0.21,34,255,1,0,0.03,0.05,0,0,0,0,0,103.44.163.249
4695,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,41,1,0,1,1,0,0,0,0,1,167.143.214.137
